v АК,v ЦН,I(max)-I(650)
1.4307537688442213,0.10251256281407031,0.15921117473579752
1.4420100502512563,0.10251256281407031,0.1582979815871169
1.4532663316582917,0.10251256281407031,0.15784138501277659
1.4645226130653266,0.10251256281407031,0.1564715952897556
1.475778894472362,0.10251256281407031,0.15571286439957782
1.487035175879397,0.10251256281407031,0.15571286439957782
1.4982914572864323,0.10251256281407031,0.15571286439957782
1.5095477386934673,0.10251256281407031,0.15571286439957782
1.5208040201005026,0.10251256281407031,0.1552053108430257
1.5320603015075376,0.10251256281407031,0.1552053108430257
1.543316582914573,0.10251256281407031,0.1550335032646369
1.554572864321608,0.10251256281407031,0.15440509911190783
1.5658291457286433,0.10251256281407031,0.15440509911190783
1.5770854271356782,0.10251256281407031,0.15440509911190783
1.5883417085427136,0.10251256281407031,0.15368205972562513
1.5995979899497486,0.10251256281407031,0.15291831256336588
1.610854271356784,0.10251256281407031,0.15282679058849186
1.6221105527638193,0.10251256281407031,0.15282679058849186
1.6333668341708543,0.10251256281407031,0.1518505804822951
1.6446231155778896,0.10251256281407031,0.15132392137576955
1.6558793969849246,0.10251256281407031,0.15054893784215104
1.66713567839196,0.10251256281407031,0.15054893784215104
1.678391959798995,0.10251256281407031,0.15054893784215104
1.6896482412060303,0.10251256281407031,0.15045741586727704
1.7009045226130652,0.10251256281407031,0.14973748973967393
1.7121608040201006,0.10251256281407031,0.1496725822165569
1.7234170854271356,0.10251256281407031,0.14960767469343988
1.734673366834171,0.10251256281407031,0.14954276717032283
1.745929648241206,0.10251256281407031,0.14954276717032283
1.7571859296482413,0.10251256281407031,0.14947785964720578
1.7684422110552762,0.10251256281407031,0.14947785964720578
1.7796984924623116,0.10251256281407031,0.14941295212408873
1.790954773869347,0.10251256281407031,0.14941295212408873
1.802211055276382,0.10251256281407031,0.14862811847336857
1.8134673366834173,0.10251256281407031,0.14862811847336857
1.8247236180904522,0.10251256281407031,0.14864523431721205
1.8359798994974876,0.10251256281407031,0.14835122892851918
1.8472361809045226,0.10251256281407031,0.14835122892851918
1.858492462311558,0.10251256281407031,0.14835122892851918
1.869748743718593,0.10251256281407031,0.14835122892851918
1.8810050251256283,0.10251256281407031,0.14835122892851918
1.8922613065326632,0.10251256281407031,0.14836834477236266
1.9035175879396986,0.10251256281407031,0.14836834477236266
1.9147738693467335,0.10251256281407031,0.14836834477236266
1.926030150753769,0.10251256281407031,0.14836834477236266
1.9372864321608039,0.10251256281407031,0.14836834477236266
1.9485427135678393,0.10251256281407031,0.1483105912587666
1.9597989949748742,0.10251256281407031,0.1483105912587666
1.9710552763819096,0.10251256281407031,0.14817796838773112
1.982311557788945,0.10251256281407031,0.14804534551669563
1.99356783919598,0.10251256281407031,0.14804534551669563
2.0048241206030153,0.10251256281407031,0.14804534551669563
2.0160804020100502,0.10251256281407031,0.14804534551669563
2.0273366834170856,0.10251256281407031,0.14804534551669563
2.0385929648241206,0.10251256281407031,0.14804534551669563
2.049849246231156,0.10251256281407031,0.14804534551669563
2.061105527638191,0.10251256281407031,0.14804534551669563
2.0723618090452263,0.10251256281407031,0.14804534551669563
2.0836180904522617,0.10251256281407031,0.14804534551669563
2.0948743718592966,0.10251256281407031,0.14804534551669563
2.106130653266332,0.10251256281407031,0.14804534551669563
2.117386934673367,0.10251256281407031,0.14804534551669563
2.1286432160804023,0.10251256281407031,0.14804534551669563
2.1398994974874372,0.10251256281407031,0.14804534551669563
2.1511557788944726,0.10251256281407031,0.14804534551669563
2.1624120603015076,0.10251256281407031,0.14804534551669563
2.173668341708543,0.10251256281407031,0.14804534551669563
2.184924623115578,0.10251256281407031,0.14804534551669563
2.1961809045226133,0.10251256281407031,0.14804534551669563
2.207437185929648,0.10251256281407031,0.14804534551669563
2.2186934673366836,0.10251256281407031,0.14804534551669563
2.2299497487437185,0.10251256281407031,0.14804534551669563
2.241206030150754,0.10251256281407031,0.14804534551669563
2.2524623115577893,0.10251256281407031,0.14804534551669563
2.2637185929648242,0.10251256281407031,0.14804534551669563
2.2749748743718596,0.10251256281407031,0.14804534551669563
2.2862311557788946,0.10251256281407031,0.14804534551669563
2.29748743718593,0.10251256281407031,0.14804534551669563
2.308743718592965,0.10251256281407031,0.14804534551669563
2.3200000000000003,0.10251256281407031,0.14804534551669563
0.07999999999999996,0.11376884422110549,0.16909998235262577
0.09125628140703514,0.11376884422110549,0.16909998235262577
0.10251256281407031,0.11376884422110549,0.16909998235262577
0.11376884422110549,0.11376884422110549,0.16909998235262577
0.12502512562814067,0.11376884422110549,0.16909998235262577
0.13628140703517583,0.11376884422110549,0.16909998235262577
0.14753768844221102,0.11376884422110549,0.16909998235262577
0.1587939698492462,0.11376884422110549,0.16909998235262577
0.17005025125628137,0.11376884422110549,0.16909998235262577
0.18130653266331653,0.11376884422110549,0.16909998235262577
0.19256281407035172,0.11376884422110549,0.16909998235262577
0.2038190954773869,0.11376884422110549,0.16909998235262577
0.21507537688442208,0.11376884422110549,0.16909998235262577
0.22633165829145724,0.11376884422110549,0.16909998235262577
0.23758793969849243,0.11376884422110549,0.16909998235262577
0.24884422110552762,0.11376884422110549,0.16909998235262577
0.2601005025125628,0.11376884422110549,0.16909998235262577
0.27135678391959794,0.11376884422110549,0.16909998235262577
0.2826130653266331,0.11376884422110549,0.16909998235262577
0.2938693467336683,0.11376884422110549,0.16909998235262577
0.3051256281407035,0.11376884422110549,0.16909998235262577
0.31638190954773865,0.11376884422110549,0.16909998235262577
0.32763819095477387,0.11376884422110549,0.16909998235262577
0.33889447236180903,0.11376884422110549,0.16909998235262577
0.3501507537688442,0.11376884422110549,0.16909998235262577
0.36140703517587935,0.11376884422110549,0.16909998235262577
0.3726633165829145,0.11376884422110549,0.16909998235262577
0.38391959798994973,0.11376884422110549,0.16909998235262577
0.3951758793969849,0.11376884422110549,0.16909998235262577
0.40643216080402006,0.11376884422110549,0.16909998235262577
0.4176884422110553,0.11376884422110549,0.1687613834679297
0.42894472361809044,0.11376884422110549,0.16706838904444923
0.4402010050251256,0.11376884422110549,0.16571399350566482
0.45145728643216076,0.11376884422110549,0.16435959796688043
0.4627135678391959,0.11376884422110549,0.16435959796688043
0.47396984924623115,0.11376884422110549,0.16402099908218434
0.4852261306532663,0.11376884422110549,0.1633438013127922
0.49648241206030147,0.11376884422110549,0.1623280046587039
0.5077386934673367,0.11376884422110549,0.16207181105299676
0.5189949748743719,0.11376884422110549,0.16207181105299676
0.530251256281407,0.11376884422110549,0.1612208249568864
0.5415075376884422,0.11376884422110549,0.16070843774547214
0.5527638190954773,0.11376884422110549,0.16011364525506894
0.5640201005025125,0.11376884422110549,0.15960125804365466
0.5752763819095477,0.11376884422110549,0.15960125804365466
0.5865326633165829,0.11376884422110549,0.1590888708322404
0.5977889447236181,0.11376884422110549,0.15883267722653333
0.6090452261306533,0.11376884422110549,0.15940236683799
0.6203015075376884,0.11376884422110549,0.1597158628437396
0.6315577889447236,0.11376884422110549,0.16002935884948918
0.6428140703517587,0.11376884422110549,0.16059904846094591
0.6540703517587939,0.11376884422110549,0.16059904846094591
0.6653266331658291,0.11376884422110549,0.16059904846094591
0.6765829145728643,0.11376884422110549,0.16116873807240262
0.6878391959798995,0.11376884422110549,0.16202682081066244
0.6990954773869347,0.11376884422110549,0.16259651042211914
0.7103517587939698,0.11376884422110549,0.1629838038302385
0.721608040201005,0.11376884422110549,0.1629838038302385
0.7328643216080402,0.11376884422110549,0.16280140762690112
0.7441206030150753,0.11376884422110549,0.16280140762690112
0.7553768844221106,0.11376884422110549,0.16261640954606182
0.7666331658291458,0.11376884422110549,0.16243401334272445
0.7778894472361809,0.11376884422110549,0.16243401334272445
0.7891457286432161,0.11376884422110549,0.16243401334272445
0.8004020100502512,0.11376884422110549,0.16243401334272445
0.8116582914572864,0.11376884422110549,0.16250414011289047
0.8229145728643216,0.11376884422110549,0.16243689457093868
0.8341708542713567,0.11376884422110549,0.1626472748814368
0.8454271356783919,0.11376884422110549,0.16242273601509413
0.8566834170854272,0.11376884422110549,0.16242273601509413
0.8679396984924623,0.11376884422110549,0.16242273601509413
0.8791959798994975,0.11376884422110549,0.16231046658192277
0.8904522613065327,0.11376884422110549,0.16231046658192277
0.9017085427135678,0.11376884422110549,0.16238059335208882
0.912964824120603,0.11376884422110549,0.16238059335208882
0.9242211055276381,0.11376884422110549,0.16207845903625134
0.9354773869346734,0.11376884422110549,0.16211492360510996
0.9467336683417086,0.11376884422110549,0.16211492360510996
0.9579899497487437,0.11376884422110549,0.16181278928927245
0.9692462311557789,0.11376884422110549,0.16181278928927245
0.9805025125628141,0.11376884422110549,0.16181278928927245
0.9917587939698492,0.11376884422110549,0.16181278928927245
1.0030150753768843,0.11376884422110549,0.16181278928927245
1.0142713567839197,0.11376884422110549,0.16181278928927245
1.0255276381909546,0.11376884422110549,0.16181278928927245
1.03678391959799,0.11376884422110549,0.16181278928927245
1.0480402010050252,0.11376884422110549,0.16181278928927245
1.0592964824120603,0.11376884422110549,0.16181278928927245
1.0705527638190955,0.11376884422110549,0.1619406854601185
1.0818090452261306,0.11376884422110549,0.1619406854601185
1.093065326633166,0.11376884422110549,0.1619406854601185
1.104321608040201,0.11376884422110549,0.16177592345639885
1.1155778894472363,0.11376884422110549,0.16177592345639885
1.1268341708542713,0.11376884422110549,0.16147378914056137
1.1380904522613067,0.11376884422110549,0.16147378914056137
1.1493467336683416,0.11376884422110549,0.16117165482472387
1.160603015075377,0.11376884422110549,0.16117165482472387
1.171859296482412,0.11376884422110549,0.16117165482472387
1.1831155778894473,0.11376884422110549,0.16117165482472387
1.1943718592964823,0.11376884422110549,0.16117165482472387
1.2056281407035176,0.11376884422110549,0.16117165482472387
1.2168844221105526,0.11376884422110549,0.16117165482472387
1.228140703517588,0.11376884422110549,0.16117165482472387
1.239396984924623,0.11376884422110549,0.16117165482472387
1.2506532663316583,0.11376884422110549,0.16120811939358246
1.2619095477386937,0.11376884422110549,0.16120811939358246
1.2731658291457286,0.11376884422110549,0.16062895364085397
1.284422110552764,0.11376884422110549,0.16062895364085397
1.295678391959799,0.11376884422110549,0.16062895364085397
1.3069346733668343,0.11376884422110549,0.16046419163713432
1.3181909547738693,0.11376884422110549,0.16013466762969503
1.3294472361809047,0.11376884422110549,0.16013466762969503
1.3407035175879396,0.11376884422110549,0.16013466762969503
1.351959798994975,0.11376884422110549,0.16013466762969503
1.36321608040201,0.11376884422110549,0.16013466762969503
1.3744723618090453,0.11376884422110549,0.1598325333138575
1.3857286432160802,0.11376884422110549,0.15966777131013785
1.3969849246231156,0.11376884422110549,0.15966777131013785
1.4082412060301506,0.11376884422110549,0.15966777131013785
1.419497487437186,0.11376884422110549,0.15966777131013785
1.4307537688442213,0.11376884422110549,0.15921117473579752
1.4420100502512563,0.11376884422110549,0.1582979815871169
1.4532663316582917,0.11376884422110549,0.15784138501277659
1.4645226130653266,0.11376884422110549,0.1564715952897556
1.475778894472362,0.11376884422110549,0.15571286439957782
1.487035175879397,0.11376884422110549,0.15571286439957782
1.4982914572864323,0.11376884422110549,0.15571286439957782
1.5095477386934673,0.11376884422110549,0.15571286439957782
1.5208040201005026,0.11376884422110549,0.1552053108430257
1.5320603015075376,0.11376884422110549,0.1552053108430257
1.543316582914573,0.11376884422110549,0.1550335032646369
1.554572864321608,0.11376884422110549,0.15440509911190783
1.5658291457286433,0.11376884422110549,0.15440509911190783
1.5770854271356782,0.11376884422110549,0.15440509911190783
1.5883417085427136,0.11376884422110549,0.15368205972562513
1.5995979899497486,0.11376884422110549,0.15291831256336588
1.610854271356784,0.11376884422110549,0.15282679058849186
1.6221105527638193,0.11376884422110549,0.15282679058849186
1.6333668341708543,0.11376884422110549,0.1518505804822951
1.6446231155778896,0.11376884422110549,0.15132392137576955
1.6558793969849246,0.11376884422110549,0.15054893784215104
1.66713567839196,0.11376884422110549,0.15054893784215104
1.678391959798995,0.11376884422110549,0.15054893784215104
1.6896482412060303,0.11376884422110549,0.15045741586727704
1.7009045226130652,0.11376884422110549,0.14973748973967393
1.7121608040201006,0.11376884422110549,0.1496725822165569
1.7234170854271356,0.11376884422110549,0.14960767469343988
1.734673366834171,0.11376884422110549,0.14954276717032283
1.745929648241206,0.11376884422110549,0.14954276717032283
1.7571859296482413,0.11376884422110549,0.14947785964720578
1.7684422110552762,0.11376884422110549,0.14947785964720578
1.7796984924623116,0.11376884422110549,0.14941295212408873
1.790954773869347,0.11376884422110549,0.14941295212408873
1.802211055276382,0.11376884422110549,0.14862811847336857
1.8134673366834173,0.11376884422110549,0.14862811847336857
1.8247236180904522,0.11376884422110549,0.14864523431721205
1.8359798994974876,0.11376884422110549,0.14835122892851918
1.8472361809045226,0.11376884422110549,0.14835122892851918
1.858492462311558,0.11376884422110549,0.14835122892851918
1.869748743718593,0.11376884422110549,0.14835122892851918
1.8810050251256283,0.11376884422110549,0.14835122892851918
1.8922613065326632,0.11376884422110549,0.14836834477236266
1.9035175879396986,0.11376884422110549,0.14836834477236266
1.9147738693467335,0.11376884422110549,0.14836834477236266
1.926030150753769,0.11376884422110549,0.14836834477236266
1.9372864321608039,0.11376884422110549,0.14836834477236266
